id,question,votes,tags
36799156,Archive button grayed out in Xcode,173,"ios, xcode, ios-simulator, xcode10, xcode-scheme"
19870176,"Xcode debugger doesn't print objects and shows nil, when they aren't",173,"ios, objective-c, xcode, debugging"
39519773,NSPhotoLibraryUsageDescription key must be present in Info.plist to use camera roll,172,"ios, react-native, info.plist"
9357026,Super slow lag/delay on initial keyboard animation of UITextField,172,"objective-c, ios, cocoa-touch, keyboard, uitextfield"
6476929,convert UIImage to NSData,172,"objective-c, ios, ipad, cocoa-touch, nsdata"
1824463,How to style UITextview to like Rounded Rect text field?,172,"ios, uitextview"
22683419,Could not launch process launch failed: timed out waiting for app to launch,172,"ios, iphone, xcode, xcode5"
56459329,Disable the interactive dismissal of presented view controller,172,"ios, uiviewcontroller, uikit, modalviewcontroller, ios13"
7568935,How do I implement an Objective-C singleton that is compatible with ARC?,172,"objective-c, ios, singleton, automatic-ref-counting"
46467284,warning: 'characters' is deprecated: Please use String or Substring directly,172,"ios, string, substring, swift4, xcode9.1"
413242,How do I detect that an iOS app is running on a jailbroken phone?,172,"ios, iphone, jailbreak"
419119,Launch an app from within another (iPhone),172,"ios, iphone, deep-linking, openurl"
44796613,Silent pushes not delivered to the app on iOS 11,172,"ios, push-notification, ios11"
18897485,"Achieving bright, vivid colors for an iOS 7 translucent UINavigationBar",172,"ios, objective-c, uikit, uinavigationbar, ios7"
16868117,UITextView that expands to text using auto layout,171,"ios, uitextview, autolayout, nslayoutconstraint"
9372815,How can I convert my device token (NSData) into an NSString?,171,"ios, objective-c, apple-push-notifications, nsstring, nsdata"
34868344,How to change the background color of UIStackView?,171,"ios, swift, uistackview"
46221577,Xcode 9 GM - WKWebView NSCoding support was broken in previous versions,171,"ios, xcode, wkwebview, nscoding"
1283960,iphone Core Data Unresolved error while saving,170,"iphone, objective-c, ios, core-data"
36689116,Certificate has either expired or has been revoked,170,"ios, iphone, xcode"
25826383,When to use dequeueReusableCellWithIdentifier vs dequeueReusableCellWithIdentifier : forIndexPath,170,"ios, objective-c, swift"
6613110,What is the best way to deal with the NSDateFormatter locale “feechur”?,170,"ios, objective-c, iphone, locale, nsdateformatter"
19318421,How to embed small icon in UILabel,169,"ios, objective-c, cocoa-touch, ios7, textkit"
4201959,Label under image in UIButton,169,"ios, image, text, uibutton, label"
30430550,How to create an empty array in Swift?,169,"ios, arrays, swift"
37812286,Swift 3 URLSession.shared() Ambiguous reference to member 'dataTask(with:completionHandler:) error (bug),169,"ios, json, swift3"
22328882,"Xcode 5.1 - No architectures to compile for (ONLY_ACTIVE_ARCH=YES, active arch=x86_64, VALID_ARCHS=i386)",169,"ios, xcode, xcode5.1"
29223835,MongoDB vs Firebase [closed],169,"ios, mongodb, firebase, firebase-realtime-database, mongodb-query"
9807620,iPad Safari scrolling causes HTML elements to disappear and reappear with a delay,169,"css, ios, ipad, html, mobile-safari"
52002466,Error Appstore connect : Missing Purpose String in Info.plist File,169,"ios, app-store, expo, appstore-approval, info.plist"
5441938,Adding iOS UITableView HeaderView (not section header),168,"iphone, ios, uitableview"
30737262,"Swift 2: Call can throw, but it is not marked with 'try' and the error is not handled",168,"ios, xcode, swift"
39465687,NSCameraUsageDescription in iOS 10.0 runtime crash?,167,"ios, camera, plist, barcode, ios-permissions"
19561269,AutoLayout with hidden UIViews?,167,"ios, objective-c, autolayout"
7063276,How to load local html file into UIWebView,167,"ios, objective-c, iphone, cocoa-touch, uiwebview"
3364859,"UITableView, Separator color where to set?",167,"ios, objective-c, uitableview, cocoa-touch"
594852,What is the default height of UITableViewCell?,167,"ios, iphone, uitableview"
7208871,Is it possible to Turn page programmatically in UIPageViewController?,167,"ios, ios5, uikit, uipageviewcontroller"
1983463,What's the UIScrollView contentInset property for?,167,"ios, objective-c, uiscrollview"
13201586,NSInvalidUnarchiveOperationException: Could not instantiate class named NSLayoutConstraint,166,"objective-c, ios, autolayout"
920675,How can I delay a method call for 1 second?,166,"ios, objective-c, iphone, cocoa-touch, uikit"
25921204,Convert Swift string to array,166,"ios, arrays, swift, string"
38192751,Swift 3.0 Result of call is unused [duplicate],166,"ios, swift, swift3"
20939568,ERROR: Error installing cocoapods: ERROR: Failed to build gem native extension,166,"ios, osx-mavericks, cocoapods"
3522066,Could not instantiate class named MKMapView,166,"ios, ipad, mkmapview"
1579550,UIViewController viewDidLoad vs. viewWillAppear: What is the proper division of labor?,166,"ios, uiviewcontroller, viewdidload, viewwillappear"
32456727,"“changing property masksToBounds in transform-only layer, will have no effect” in Xcode 7",166,"ios, ios9, xcode7-beta6"
26794703,Swift - Integer conversion to Hours/Minutes/Seconds,165,"ios, swift"
26800963,Add bottom line to view in SwiftUI / Swift / Objective-C / Xamarin,165,"ios, objective-c, swift, xamarin, swiftui"
17735182,“Could not find any information for class named ViewController”,165,"ios, xcode, iboutlet"
2234875,Programmatically scroll a UIScrollView,165,"ios, objective-c, uiscrollview, scroll"
8707082,Set a default font for whole iOS app?,165,"ios, fonts"
5413538,Switching to a TabBar tab view programmatically?,165,"iphone, objective-c, ios, uitabbarcontroller"
13044805,How can I check if an app is installed from a web-page on an iPhone,165,"iphone, ios, web-applications, mobile-safari"
18518222,How can I concatenate NSAttributedStrings?,165,"ios, nsattributedstring"
747407,Using HTML and Local Images Within UIWebView,165,"html, ios, iphone, uiwebview, uikit"
6029916,How to enable file sharing for my app?,165,"ios, file-sharing"
13679923,Dashed line border around UIView,164,"ios, objective-c, iphone, uiview"
6578824,Obscure a UITextField password,164,"ios, swift, iphone, security, ipad"
32664543,Swift startsWith method?,164,"ios, swift"
12943107,"How do I adjust the anchor point of a CALayer, when Auto Layout is being used?",164,"ios, calayer, autolayout"
5499125,How to create .ipa file using Xcode?,164,"ios, iphone, xcode, production, ips"
16663618,Async image loading from url inside a UITableView cell - image changes to wrong image while scrolling,164,"ios, objective-c, cocoa-touch, uitableview"
29335523,Custom navigation with Navigator component in React-Native,164,"javascript, ios, navigation, reactjs, react-native"
5887248,ios app maximum memory budget,163,"iphone, ios, memory, memory-management"
7638831,Fade/dissolve when changing UIImageView's image,163,"ios, objective-c, swift, cocoa-touch, uiimageview"
18606926,Adjusting the Xcode iPhone simulator scale and size [duplicate],163,"ios, xcode, ios-simulator, scale, simulator"
9964371,How to detect first time app launch on an iPhone,163,"ios, iphone, launch, launching-application"
32184837,UI Testing Failure - Neither element nor any descendant has keyboard focus on secureTextField,163,"ios, xcode, swift, ios9, xcode-ui-testing"
12661004,How to disable/enable the sleep mode programmatically in iOS?,163,ios
18727894,How can I find my Apple Developer Team id and Team Agent Apple ID?,163,ios
15978370,Proper practice for subclassing UIView?,163,"ios, objective-c, cocoa-touch, uiview"
28628225,How to save local data in a Swift app?,163,"ios, swift, nsuserdefaults"
8876202,UITapGestureRecognizer - single tap and double tap,162,"ios, iphone, uigesturerecognizer, uitapgesturerecognizer"
31100011,RealmSwift: Convert Results to Swift Array,162,"ios, swift, realm"
39978092,"Xcode playground gets stuck on 'Running playground' or 'Launching simulator' and won't run the code, what to do?",162,"ios, xcode, xcode8"
24055146,How to find NSDocumentDirectory in Swift?,162,"ios, swift, nsdocumentdirectory"
22364230,Static table view outside UITableViewController,162,"ios, iphone, xcode, cocoa-touch"
19943183,A complete solution to LOCALLY validate an in-app receipts and bundle receipts on iOS 7,162,"ios, iphone, in-app-purchase, storekit"
47256780,Distribution certificate / private key not installed,161,"ios, xcode, certificate, keychain"
25666269,How to detect orientation change?,161,"ios, swift, orientation-changes"
12873372,Centering a view in its superview using Visual Format Language,161,"ios, layout, autolayout, visual-format-language"
2926914,Navigation bar show/hide,161,"iphone, ios, uinavigationcontroller, uinavigationbar"
1453519,How to hide the “back” button in UINavigationController?,161,"ios, iphone, uinavigationcontroller"
8436324,What is the difference between a .xib file and a .storyboard?,161,"iphone, ios, ios5, xib, xcode-storyboard"
19560198,iOS app error - Can't add self as subview,161,"ios, iphone, objective-c"
2451223,UIButton: how to center an image and a text using imageEdgeInsets and titleEdgeInsets?,160,"ios, objective-c, uibutton"
19593641,Can I change multiplier property for NSLayoutConstraint?,160,"ios, iphone, objective-c, nslayoutconstraint"
31443645,Simplest way to throw an error/exception with a custom message in Swift?,160,"ios, swift"
37189081,react-native: command not found,160,"android, ios, react-native"
27374330,@IBDesignable error: IB Designables: Failed to update auto layout status: Interface Builder Cocoa Touch Tool crashed,160,"ios, swift, xcode, storyboard, interface-builder"
7765484,Xcode 4.2 - declaration of '…' will not be visible outside of this function warning,160,"iphone, ios, xcode4, ios5"
29741404,No suitable records were found verify your bundle identifier is correct,160,"ios, xcode6, app-store-connect"
44187881,"UICollectionView, full width cells, allow autolayout dynamic height?",160,"ios, uicollectionview, autolayout"
5513075,How can I convert NSDictionary to NSData and vice versa?,159,"iphone, objective-c, ios, nsdictionary"
26542035,Create UIImage with solid color in Swift,159,"ios, swift, uiimage"
24103069,Add swipe to delete UITableViewCell,159,"ios, uitableview, swift"
12504294,Programmatically open Maps app in iOS 6,159,"ios, objective-c, ios6, mapkit"
8356842,How to use NSJSONSerialization,159,"ios, objective-c, json, nsdictionary"
246422,How can I deploy an iPhone application from Xcode to a real iPhone device?,159,"ios, xcode, deployment, certificate"
3699727,Hide the cursor of an UITextField,158,"ios, cocoa-touch, uitextfield, uipickerview"
2331129,How to determine if an NSDate is today?,158,"ios, objective-c, cocoa-touch, nsdate, nscalendar"
7608632,How do I get the current version of my iOS project in code?,158,"ios, objective-c, iphone, swift"
3653929,iOS difference between isKindOfClass and isMemberOfClass,158,"ios, objective-c, swift, class, inheritance"
24034483,What is an “unwrapped value” in Swift?,158,"ios, swift, ios8"
61396588,AndroidRuntime: FATAL EXCEPTION: androidmapsapi-ZoomTableManager,158,"android, ios, google-maps-android-api-2, google-maps-sdk-ios, google-maps-android-api-3"
6496441,Creating a UIImage from a UIColor to use as a background image for UIButton [duplicate],158,"ios, objective-c, uibutton, uiimage"
28727845,Find an object in array?,157,"ios, swift"
4262018,Xcode/Simulator: How to run older iOS version?,157,"ios, objective-c, iphone, xcode, ipad"
16009405,UILabel sizeToFit doesn't work with autolayout ios6,157,"ios, ios6, uilabel, autolayout"
26753925,set initial viewcontroller in appdelegate - swift,157,ios
6059054,CABasicAnimation resets to initial value after animation completes,157,"ios, iphone, calayer, cabasicanimation"
28813339,Move a view up only when the keyboard covers an input field,157,"ios, swift, keyboard, xcode6"
2200736,How to take a screenshot programmatically on iOS,157,"ios, iphone, screenshot"
45122691,Xcode 9 - “Fixed Width Constraints May Cause Clipping” and Other Localization Warnings,157,"ios, localization, interface-builder, xcode9-beta"
24036393,Fatal error: use of unimplemented initializer 'init(coder:)' for class,157,"ios, macos, uiviewcontroller, swift"
58654714,Module compiled with Swift 5.1 cannot be imported by the Swift 5.1.2 compiler,157,"ios, swift, xcode, swift5.1"
32344082,Error: _handleNonLaunchSpecificActions in iOS9,157,"ios, objective-c, xcode, ios9"
32551890,How to add leading padding to view added inside an UIStackView,156,"ios, swift, uiscrollview, uistackview"
741830,Getting time elapsed in Objective-C,156,"ios, objective-c"
17355280,How to add a border just on the top side of a UIView,156,"ios, objective-c, xcode, uiview, border"
28244475,reloadData() of UITableView with Dynamic cell heights causes jumpy scrolling,156,"ios, uitableview, swift, autolayout"
7934688,How to see if an NSString starts with a certain other string?,156,"ios, objective-c, iphone, nsstring, nsmutablestring"
32297704,Convert UIImage to NSData and convert back to UIImage in Swift?,156,"ios, swift, uiimage, png, nsdata"
30787674,'Module was not compiled for testing' when using @testable,156,"ios, swift, unit-testing, swift5.4"
26561461,Outlets cannot be connected to repeating content iOS,156,"ios, storyboard"
26719744,Swift: Sort array of objects alphabetically,155,"ios, arrays, swift, sorting"
10987102,How to fix “no valid 'aps-environment' entitlement string found for application” in Xcode 4.3?,155,"ios, notifications, push-notification, apple-push-notifications"
8606444,How do I deserialize a JSON string into an NSDictionary? (For iOS 5+),155,"ios, json, ios5, nsstring, nsdictionary"
1375786,"What's the point of NSAssert, actually?",155,"ios, iphone, cocoa-touch, uikit, nsassert"
20160285,Install .ipa to iPad with or without iTunes,155,"ios, iphone, ipad, installation, ipa"
25126295,Class does not implement its superclass's required members,155,"ios, swift, sprite-kit"
1249634,Where's the difference between setObject:forKey: and setValue:forKey: in NSMutableDictionary?,155,"ios, iphone, nsmutabledictionary"
7989020,What's the best way to develop a sideswipe menu like the one in Facebook's new iOS app?,155,"objective-c, ios, cocoa-touch"
4739483,Number of days between two NSDates [duplicate],154,"ios, objective-c, cocoa-touch, nsdate"
33658521,How to make a UILabel clickable?,154,"ios, swift, uilabel, uitapgesturerecognizer"
5198716,iPhone get SSID without private library,154,"ios, iphone, xcode, ssid"
20464631,Detect permission of camera in iOS,154,"ios, permissions, camera, uiimagepickercontroller, ios-permissions"
24468336,How to Correctly handle Weak Self in Swift Blocks with Arguments,154,"ios, swift, retain-cycle"
24050012,Error “library not found for” after putting application in AdMob,153,"ios, xcode, admob, cocoapods"
26519248,How to set the full width of separator in UITableView,153,"ios, objective-c, iphone, uitableview"
14287386,Change string color with NSAttributedString?,153,"ios, cocoa-touch, nsattributedstring"
3573955,How to hide the keyboard when I press return key in a UITextField?,153,"ios, objective-c, cocoa-touch, delegates"
1121358,UILabel - Wordwrap text,153,"ios, iphone, cocoa-touch, uilabel, word-wrap"
273450,iPhone: Detecting user inactivity/idle time since last screen touch,153,"ios, objective-c, iphone, idle-timer"
26557581,Command failed due to signal: Segmentation fault: 11,153,"ios, swift, segmentation-fault"
9086736,Why would you use an ivar?,153,"objective-c, ios, memory-management, key-value-observing, ivar"
6336641,Camera access through browser,153,"ios, html, camera"
12411980,Enabling auto layout in iOS 6 while remaining backwards compatible with iOS 5,153,"ios, ios5, backwards-compatibility, ios6, autolayout"
26357162,How to force view controller orientation in iOS 8?,152,"ios, objective-c, ios8, uinavigationcontroller, autorotate"
34346436,Xcode 7.2 no matching provisioning profiles found,152,"ios, xcode, provisioning-profile"
1082178,Objective-C - Remove last character from string,152,"ios, objective-c, string, cocoa, cocoa-touch"
39546856,how to open an URL in Swift3,152,"ios, swift, swift3"
2259905,How to disable the highlight control state of a UIButton?,152,"ios, cocoa-touch, uibutton, uikit, uicontrol"
993280,How to detect when a UIScrollView has finished scrolling,152,"ios, iphone, uiscrollview"
664781,Change Default Scrolling Behavior of UITableView Section Header,152,"ios, iphone, uitableview, cocoa-touch"
44492404,Safe Area of Xcode 9,152,"ios, swift, ios11, xcode9, safearealayoutguide"
39655178,Xcode: Could not locate device support files,152,"ios, xcode, ios7, xcode8, iphone-4"
18906988,What is the iBeacon Bluetooth Profile,152,"ios, bluetooth, bluetooth-lowenergy, reverse-engineering, ibeacon"
14791556,LibStatusBar icon disappears on 3rd-party app launch,152,"ios, ios7, jailbreak, cydia, libstatusbar"
4895272,Difference between UIViewContentModeScaleAspectFit and UIViewContentModeScaleToFill?,151,"ios, uiimageview, contentmode, uiviewcontentmode"
63267897,"Building for iOS Simulator, but the linked framework '****.framework' was built for iOS",151,"ios, xcode"
4961386,Event handling for iOS - how hitTest:withEvent: and pointInside:withEvent: are related?,151,"ios, uiview, uikit"
26547399,Xcode Storyboard warning: Constraint referencing items turned off in current configuration. Turn off this constraint in the current configuration,151,"ios, xcode, cocoa-touch, storyboard, xcode6"
5715092,Disabled UIButton not faded or grey,151,"ios, iphone, cocoa-touch, uibutton"
56487323,Make a VStack fill the width of the screen in SwiftUI,151,"ios, swift, xcode, swiftui"
3468262,How to remove an iOS app from the App Store,151,"ios, iphone, app-store"
8812459,Easiest way to detect Internet connection on iOS?,151,"ios, nsurlconnection, reachability, internet-connection"
129502,How do I wrap text in a UITableViewCell without a custom cell,151,"ios, objective-c, cocoa-touch, uikit, iphone-sdk-2"
7666863,UIView bottom border?,150,"ios, uiview, border"
28821722,Delaying function in swift [duplicate],150,"ios, swift, function, delay"
11236367,Display clearColor UIViewController over UIViewController,150,"iphone, objective-c, ios, uiviewcontroller, storyboard"
510382,How do I create a round cornered UILabel on the iPhone?,150,"ios, objective-c, cocoa-touch, uilabel, rounded-corners"
11664115,"Unable to simultaneously satisfy constraints, will attempt to recover by breaking constraint",150,"ios, objective-c, debugging, nslayoutconstraint"
1025674,The best way to remove duplicate values from NSMutableArray in Objective-C?,150,"ios, objective-c, nsmutablearray"
2107544,Types in Objective-C on iOS,150,"ios, objective-c"
5171764,How do you turn off auto-capitalisation in HTML form fields in iOS?,150,"ios, html"
652460,What is the AppDelegate for and how do I know when to use it?,150,"ios, objective-c, cocoa-touch"
1100127,How do you get an iPhone's device name,149,"ios, uikit"
14512792,Libraries not found when using CocoaPods with iOS logic tests,149,"ios, unit-testing, cocoapods"
1441699,UINavigationController “back button” custom text?,149,"ios, iphone, uinavigationcontroller"
26573137,Can I set the cookies to be used by a WKWebView?,149,"ios, cookies, uiwebview, ios8, wkwebview"
1372977,"Given a view, how do I get its viewController?",149,"ios, iphone, debugging, uiview, uiviewcontroller"
7100884,UIPanGestureRecognizer - Only vertical or horizontal,149,"ios, uigesturerecognizer"
1840614,Why does UITableViewCell remain highlighted?,149,"ios, uitableview, cocoa-touch"
8037710,IOS: verify if a point is inside a rect,149,"ios, uiview, collision-detection, cgrect, cgpoint"
26328034,Importing Project-Swift.h into a Objective-C class…file not found,149,"ios, objective-c, xcode, swift, xcode6"
5712527,How to detect total available/free disk space on the iPhone/iPad device?,149,"iphone, ios, ipad, nsfilemanager, diskspace"
24002821,How to use Namespaces in Swift?,149,"ios, macos, swift"
25541786,Custom UITableViewCell from nib in Swift,149,"ios, uitableview, swift, ios8"
25513271,How to initialize/instantiate a custom UIView class with a XIB file in Swift,148,"ios, swift"
11598043,Get Slightly Lighter and Darker Color from UIColor,148,"objective-c, ios, core-graphics, gradient, uicolor"
52387452,Command CompileSwift failed with a nonzero exit code in Xcode 10 [duplicate],148,"ios, swift, xcode, swift4, xcode10"
821692,What does the property “Nonatomic” mean?,148,"ios, objective-c, iphone, cocoa, properties"
4163579,How to detect the end of loading of UITableView,148,"ios, iphone, uitableview"
1010343,How do I record audio on iPhone with AVAudioRecorder?,148,"ios, objective-c, iphone, audio, recording"
49564513,"New file created in Xcode 9.3, <wsname>.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist should it be committed?",148,"ios, xcode, git"
15611374,Customize UITableView header section,147,"ios, objective-c, swift, uitableview"
32006033,iOS 9 “fbauth2” missing from Info.plist,147,"ios, objective-c"
2997062,How to convert NSDate into unix timestamp iphone sdk?,147,"ios, iphone, nsdate, unix-timestamp"
25783282,How to create an Empty Application in Xcode without Storyboard,147,"ios, xcode, storyboard, xcode6"
2311591,How to draw border around a UILabel?,147,"ios, iphone, cocoa-touch, uikit, uilabel"
25348877,How to play a local video with Swift?,147,"ios, objective-c, swift, avplayer, avplayerviewcontroller"
25097727,Swift: Testing optionals for nil,147,"ios, swift, optional"
8796862,UILabel - auto-size label to fit text?,147,"ios, iphone, objective-c, uilabel"
19049917,UITextView style is being reset after setting text property,146,"ios, cocoa-touch, fonts, uitextview"
14678727,UIRefreshControl on UICollectionView only works if the collection fills the height of the container,146,"ios, uicollectionview, uirefreshcontrol"
25165195,Why is UICollectionViewCell's outlet nil?,146,"ios, swift, interface-builder, ios8, uicollectionviewcell"
6322798,Adding the little arrow to the right side of a cell in an iPhone TableView Cell,146,"iphone, objective-c, ios, cocoa-touch, uitableview"
9282365,Load view from an external xib file in storyboard,146,"ios, uiview, storyboard, xib"
18903304,Replacement for deprecated -sizeWithFont:constrainedToSize:lineBreakMode: in iOS 7?,146,"ios, iphone, ios7, nsstring, sizewithfont"
677530,How can I programmatically get the MAC address of an iphone,146,"ios, objective-c, iphone, mac-address"
18118021,How to resize superview to fit all subviews with autolayout?,146,"ios, uitableview, autolayout"
3362652,What is a provisioning profile used for when developing iPhone applications?,146,"ios, iphone, xcode, code-signing, provisioning-profile"
65303304,"Xcode 12.3: Building for iOS Simulator, but the linked and embedded framework was built for iOS + iOS Simulator [duplicate]",146,"ios, xcode12, lipo"
2275876,How to Get the Title of a HTML Page Displayed in UIWebView?,146,"ios, objective-c, iphone, uiwebview, foundation"
4713236,How do I set bold and italic on UILabel of iPhone/iPad?,145,"ios, objective-c, swift, uilabel, uifont"
5712937,How to make UIButton's text alignment center? Using IB,145,"ios, objective-c, uibutton, interface-builder"
3527494,How to calculate UILabel width based on text length?,145,"ios, objective-c, swift, uikit, uilabel"
51579546,"How to format DateTime in Flutter , How to get current time in flutter?",145,"android, ios, flutter, datetime, dart"
34267662,How to center horizontally UICollectionView Cells?,145,"ios, swift"
28476030,Xcode keeps building storyboard after each keystroke,145,"ios, xcode, build, storyboard"
471830,Why NSUserDefaults failed to save NSMutableDictionary in iOS?,145,"ios, objective-c, cocoa-touch, nsuserdefaults, nscoding"
7905192,iPhone - Grand Central Dispatch main thread,145,"ios, concurrency, grand-central-dispatch, dispatch-async"
26390072,How to remove border of the navigationBar in swift?,144,"ios, iphone, swift, uinavigationbar"
7312059,Programmatically get height of navigation bar,144,"ios, objective-c, swift, uinavigationcontroller, uinavigationbar"
19921972,Parsing HTML into NSAttributedText - how to set font?,144,"html, ios, nsattributedstring"
27721418,Getting list of files in documents folder,144,"ios, swift"
1316451,Center content of UIScrollView when smaller,144,"ios, objective-c, cocoa-touch, uiscrollview, uiimageview"
5361145,Looping a video with AVFoundation AVPlayer?,144,"ios, objective-c, swift, avfoundation, avplayer"
5439099,How do I vertically center UITextField Text?,144,"ios, uitextfield, alignment"
6638623,UIViewContentModeScaleAspectFill not clipping,144,"ios, uiimageview"
6307748,What is the maximum length of a Push Notification alert text?,144,"iphone, ios, push-notification"
32675272,When should we use “embedded binaries” rather than “Linked Frameworks” in Xcode?,144,"ios, xcode, frameworks, embedded-binary"
29707622,Swift Compiler Error: “Expression too complex” on a string concatenation,144,"ios, xcode, swift, compiler-errors, functional-programming"
19802336,Changing Font Size For UITableView Section Headers,143,"ios, objective-c, swift, uitableview, uitableviewsectionheader"
2770158,How to scroll to the bottom of a UITableView on the iPhone before the view appears,143,"ios, objective-c, cocoa-touch, uitableview"
20655060,Get button click inside UITableViewCell,143,"ios, objective-c, uitableview, uibutton"
25981422,How to open mail app from Swift,143,"ios, swift"
8849913,Change the font of a UIBarButtonItem,143,"ios, cocoa-touch, uibarbuttonitem"
52421999,"Xcode 10, Command CodeSign failed with a nonzero exit code",143,"ios, xcode, xcode10"
35309385,How do you hide the warnings in React Native iOS simulator?,143,"ios, react-native, show-hide"
24879659,How to encode a URL in Swift [duplicate],143,"ios, swift, urlencode"
30022780,UIBarButtonItem in navigation bar programmatically?,143,"ios, swift, uibarbuttonitem, navigationbar"
35931946,Basic example for sharing text or image with UIActivityViewController in Swift,143,"ios, swift, uiactivityviewcontroller"
6491023,What is the way to quick-switch between tabs in Xcode 4,143,"ios, xcode, xcode4, tabs, keyboard-shortcuts"
25276775,Swift - Cast Int into enum:Int,143,"ios, xcode, swift"
39621140,Warning frame for “Navigation bar” will be different at run time appears in Xcode 8 Swift 3,143,"ios, swift, xcode, uinavigationbar, xcode8"
9895621,Best practice using NSLocalizedString,143,"objective-c, ios, localization, nslocalizedstring"
25056144,Xcode 6 - How to pick signing certificate/provisioning profile for Ad-Hoc distribution?,143,"ios, ios8, xcode6"
14659563,to drawRect or not to drawRect (when should one use drawRect/Core Graphics vs subviews/images and why?),143,"iphone, ios, core-graphics"
2817308,Reducing the space between sections of the UITableView,142,"iphone, ios, uitableview"
36910965,How to pass data using NotificationCenter in swift 3.0 and NSNotificationCenter in swift 2.0?,142,"ios, swift, swift3, nsnotificationcenter, nsnotifications"
5265772,Archives not showing up in Organizer for Xcode 4,142,"xcode, ios, xcode4"
630265,iPhone UIView Animation Best Practice,142,"iphone, ios, cocoa-touch, uiview, core-animation"
31450690,Why Xcode 7 shows *.tbd instead of *.dylib?,142,"ios, xcode, dylib, xcode7"
24888560,Usage of protocols as array types and function parameters in swift,142,"ios, swift, generics, swift-protocols"
4399357,Hide keyboard when scroll UITableView,141,"ios, uitableview, keyboard, scroll"
3073520,Animate text change in UILabel,141,"ios, objective-c, ipad, uilabel, caanimation"
7841610,Xcode 4.2 debug doesn't symbolicate stack call,141,"ios, xcode, debug-symbols"
7645454,Resize UIImage by keeping Aspect ratio and width,141,"iphone, objective-c, ios, aspect-ratio, fixed-width"
15604900,UITableViewHeaderFooterView: Unable to change background color,141,"iphone, ios, xcode, uitableview"
13484516,iOS Detection of Screenshot?,141,"ios, screenshot"
23006683,Cocoapods staying on “analyzing dependencies”,141,"ios, cocoapods"
1268509,iOS: Convert UTC NSDate to local Timezone,141,"ios, objective-c, swift, timezone, nsdate"
2244147,Disabling implicit animations in -[CALayer setNeedsDisplayInRect:],141,"iphone, ios, core-animation, calayer"
6140051,How to resize the iPhone/iPad Simulator?,141,"ios, xcode, ios-simulator, xcode9, simulator"
44565883,Missing Marketing Icon,141,"ios, xcode"
8146253,"Animate change of view controllers without using navigation controller stack, subviews or modal controllers?",141,"iphone, ios, ipad, uiviewcontroller, uianimation"
25781422,"Image resolution for new iPhone 6 and 6+, @3x support added?",141,"ios, resolution, iphone-6, iphone-6-plus"
38993527,Cocoapods: Failed to connect to GitHub to update the CocoaPods/Specs specs repo,140,"ios, xcode, cocoapods, cocoapods-1.0.1"
1796390,How do I convert NSInteger to NSString datatype?,140,"ios, iphone, nsstring, nsinteger"
30987986,iOS 9 not opening Instagram app with URL SCHEME,140,"ios, ios9"
52310183,"What is App store screenshot size for 6.5"" display?",140,"ios, iphone, app-store, app-store-connect, screenshot"
4929717,Make a phone call programmatically,140,"ios, objective-c, iphone, telephony, phone-call"
25713069,Why is WKWebView not opening links with target=“_blank”?,140,"ios, wkwebview"
56505692,How to resize Image with SwiftUI?,140,"ios, swift, swiftui"
23620276,How to check if a view controller is presented modally or pushed on a navigation stack?,140,"ios, objective-c, swift, uiviewcontroller, uinavigationcontroller"
26497863,How to fix Xcode 6.1 error while building IPA,140,"ios, xcode, build, code-signing, ipa"
8667150,"UIWebView background is set to Clear Color, but it is not transparent",140,"iphone, objective-c, ios, cocoa-touch, uiwebview"
24181699,How to check if a file exists in the Documents directory in Swift?,140,"ios, xcode, swift"
8086584,Objective-C and Swift URL encoding,140,"ios, objective-c, swift, nsstring, urlencode"
24071453,"Rotation methods deprecated, equivalent of 'didRotateFromInterfaceOrientation'?",140,"ios, iphone, objective-c, ios8"
24066170,How to create NS_OPTIONS-style bitmask enumerations in Swift?,140,"ios, bitwise-operators, swift"
24339145,How do I write a custom init for a UIView subclass in Swift?,140,"ios, swift, cocoa-touch, uiview, instantiation"
24938948,Array extension to remove object by value,140,"ios, arrays, swift"
40389308,Strange AQDefaultDevice logging,140,"ios, xcode"
56443535,SwiftUI text-alignment,139,"ios, swift, swiftui"
11717219,UIButton Image + Text IOS,139,"ios, iphone, ipad, uibutton"
31203241,How can I use UserDefaults in Swift?,139,"ios, swift, nsuserdefaults, userdefaults"
14935825,autolayout - make height of view relative to half superview height,139,"ios, xcode, autolayout"
6557488,iOS multiline label in Interface builder,139,"ios, objective-c, swift, uilabel, line-breaks"
24105357,Xcode 6 Storyboard the wrong size?,139,"ios, iphone, interface-builder, xcode6"
24102191,Make a UIButton programmatically in Swift,139,"ios, uibutton, swift"
4135032,iOS: UIButton resize according to text length,139,"ios, uibutton"
1792858,How do I get the RootViewController from a pushed controller?,139,"ios, iphone, uinavigationcontroller"
869421,Using a custom image for a UITableViewCell's accessoryView and having it respond to UITableViewDelegate,139,"ios, cocoa-touch, uitableview, uikit"
11456312,Xcode suddenly stopped running project on hardware: “Could not launch xxx.app: .. No such file..” [closed],139,"ios, xcode"
26081543,How to tell at runtime whether an iOS app is running through a TestFlight Beta install,139,"ios, testflight"
6629979,What does the -ObjC linker flag do?,139,"iphone, objective-c, ios, compiler-construction"
